frequency_day_inverse,power
0.01,0.0019343377667113628
0.0322956676195759,0.00179517758003785
0.05459133523915179,0.0014922908440124076
0.07688700285872768,0.0010038936778758146
0.09918267047830358,0.00039127742361206544
0.12147833809787947,7.526658200132331e-05
0.14377400571745538,0.0005684947744105835
0.16606967333703126,0.001097040297612615
0.18836534095660717,0.000987721418521422
0.21066100857618308,0.00047535799647208094
0.23295667619575897,4.204717462432417e-05
0.25525234381533485,8.345436775880692e-05
0.27754801143491076,0.00029419584888847007
0.29984367905448667,0.00022766795408299983
0.3221393466740625,3.499492148781542e-05
0.34443501429363843,0.0001738373854399243
0.36673068191321434,0.0007488389446688151
0.38902634953279025,0.0011070798609627201
0.41132201715236616,0.0008150230071252387
0.433617684771942,0.00023683305042177614
0.4559133523915179,9.80179668852455e-05
0.47820902001109383,0.0006825862135415341
0.5005046876306697,0.0012591809461047192
0.5228003552502456,0.001115685366530761
0.5450960228698215,0.0004548784062254248
0.5673916904893974,9.389427662373718e-06
0.5896873581089733,0.00021412449790735076
0.6119830257285492,0.0005758359488326061
0.634278693348125,0.0004689432723385775
0.6565743609677009,8.884001370508982e-05
0.6788700285872769,0.00016292341327508135
0.7011656962068528,0.0009428445091548704
0.7234613638264287,0.001596254531492629
0.7457570314460046,0.00131645646326313
0.7680526990655805,0.00044329380206146806
0.7903483666851564,7.975618201502249e-05
0.8126440343047323,0.0007779758630166103
0.8349397019243081,0.001634733316611802
0.857235369543884,0.0015132936409227953
0.8795310371634599,0.0005907961144776272
0.9018267047830358,9.822335561167746e-05
0.9241223724026117,0.0008023425454626213
0.9464180400221877,0.001803658506773051
0.9687137076417636,0.0017063419011691789
0.9910093752613394,0.0005964714407992506
1.0133050428809154,1.2010738681297338e-05
1.0356007105004912,0.0009608085773873187
1.0578963781200672,0.0023117324593398985
1.080192045739643,0.002286505982835926
1.1024877133592188,0.0009510644863629454
1.1247833809787948,0.0002983277402752312
1.1470790485983706,0.001715260138783851
1.1693747162179466,0.0036479286237715933
1.1916703838375224,0.003495034521943461
1.2139660514570985,0.0013007775883331011
1.2362617190766743,0.00011099530238043222
1.25855738669625,0.0022749248156162883
1.280853054315826,0.0055984068249591065
1.3031487219354019,0.005705495494249903
1.325444389554978,0.002149543681412931
1.3477400571745537,3.9965428109645324e-05
1.3700357247941297,0.004246252679007111
1.3923313924137055,0.011672987247178492
1.4146270600332815,0.013537986897998415
1.4369227276528573,0.0067307499506991724
1.4592183952724331,0.00011497317603472984
1.4815140628920092,0.0060629288858399175
1.503809730511585,0.02242970044463632
1.526105398131161,0.030004390193166367
1.5484010657507368,0.015701186740354884
1.5706967333703128,2.487745699290488e-05
1.5929924009898886,0.03808490154637574
1.6152880686094646,0.17492346705439393
1.6375837362290404,0.39186539349151905
1.6598794038486162,0.6015073751760087
1.6821750714681922,0.6939659103903993
1.704470739087768,0.6118385231366051
1.726766406707344,0.40218052887981404
1.7490620743269198,0.17971547498152785
1.7713577419464959,0.038568425929791254
1.7936534095660717,3.170912554795212e-05
1.8159490771856475,0.01940993175354644
1.8382447448052235,0.03732095815758556
1.8605404124247993,0.029589838451872245
1.8828360800443753,0.009992030426827258
1.905131747663951,9.751972557497701e-05
1.9274274152835271,0.004850168167744074
1.949723082903103,0.012489948717312507
1.9720187505226787,0.012079364911398624
1.9943144181422547,0.005178576078695391
2.0166100857618305,0.0003508477826129405
2.0389057533814063,0.0015937945535118804
2.061201421000982,0.004997018275277396
2.083497088620558,0.0052423495678594
2.105792756240134,0.00223615707403279
2.12808842385971,0.0001056059705677883
2.1503840914792858,0.0012059412057675231
2.1726797590988616,0.0034202284505770375
2.1949754267184374,0.00357248744750752
2.2172710943380136,0.0015693340119737912
2.2395667619575894,6.443606894680905e-05
2.261862429577165,0.0007201065875881567
2.284158097196741,0.0022041114314091887
2.3064537648163173,0.0023040292643893897
2.328749432435893,0.0009327202180341791
2.351045100055469,4.135578221783678e-05
2.3733407676750446,0.0008566801739521212
2.3956364352946204,0.002271301885232616
2.4179321029141967,0.0023874197143771217
2.4402277705337725,0.0010573283243705846
2.4625234381533483,2.600861300066568e-05
2.484819105772924,0.0005766951412369748
2.5071147733925,0.001935971405519945
2.529410441012076,0.002345797197844365
2.551706108631652,0.0013109539606843054
2.5740017762512277,0.00015750649111493726
2.5962974438708035,0.0001868120935185482
2.6185931114903798,0.0010366545555854727
2.6408887791099556,0.0013426437184209602
2.6631844467295314,0.000654082497720108
2.685480114349107,1.4341983400815265e-05
2.707775781968683,0.0004444627453660925
2.730071449588259,0.0015065098430157749
2.752367117207835,0.0018305455940501134
2.774662784827411,0.0009687261312176166
2.7969584524469866,0.00011290684493447734
2.819254120066563,0.0005145163993653717
2.8415497876861386,0.001786664659951502
2.8638454553057144,0.002310133590263916
2.8861411229252902,0.0013507408704004876
2.908436790544866,0.00019392910466440496
2.9307324581644423,0.000519300211314209
2.953028125784018,0.0021601364704903468
2.975323793403594,0.0031151743409169436
2.9976194610231697,0.002046383095554477
3.019915128642746,0.0002947147423528054
3.0422107962623217,0.00038883159076907707
3.0645064638818975,0.0027533606641879592
3.0868021315014733,0.004709151599031946
3.109097799121049,0.0036528338230664647
3.1313934667406254,0.0008977155337386215
3.153689134360201,0.0005815110877141767
3.175984801979777,0.0045837763427936185
3.1982804695993527,0.009001004665273654
3.220576137218929,0.0076307995772383905
3.242871804838505,0.001416998741936277
3.2651674724580806,0.002589145055498267
3.2874631400776564,0.026908242645010762
3.309758807697232,0.0786340240474825
3.3320544753168084,0.14067172822204782
3.3543501429363842,0.18322687474723653
3.37664581055596,0.1838201490023763
3.398941478175536,0.14137742965650202
3.4212371457951116,0.07834484511422916
3.443532813414688,0.026293325797892456
3.4658284810342637,0.002450773285630623
3.4881241486538395,0.001637904772304378
3.5104198162734153,0.007903555590552782
3.5327154838929915,0.00933187693769866
3.5550111515125673,0.004917832401647583
3.577306819132143,0.0006090752841836197
3.599602486751719,0.0005470764571091229
3.6218981543712947,0.003266831871291555
3.644193821990871,0.004802161178720907
3.6664894896104467,0.0035240735339033087
3.6887851572300225,0.0012783147657010876
3.7110808248495983,0.00043342200739232144
3.7333764924691746,0.0011690395225605662
3.7556721600887504,0.0018931358855641524
3.777967827708326,0.001493528463394895
3.800263495327902,0.0004923380511557999
3.8225591629474778,3.8153888227349784e-05
3.844854830567054,0.0003752375589336856
3.86715049818663,0.0007396938475285408
3.8894461658062056,0.000547809257976243
3.9117418334257814,0.0001177585057947171
3.934037501045357,6.782640605177189e-05
3.9563331686649335,0.00040700674451513114
3.9786288362845093,0.0005766435932749994
4.000924503904085,0.00030841402397682825
4.023220171523661,5.877179797228732e-05
4.045515839143237,0.00038013063181906154
4.067811506762813,0.0010873314595486517
4.090107174382389,0.001406421598269134
4.1124028420019645,0.0009440328438784628
4.134698509621541,0.00022477645299625587
4.156994177241116,9.531721491991194e-05
4.179289844860692,0.0007003192450883324
4.201585512480269,0.0013249196179604998
4.223881180099844,0.0012690935861929006
4.24617684771942,0.0006288759157753317
4.2684725153389955,8.796836494067799e-05
4.290768182958572,4.27959677755447e-05
4.313063850578148,0.0002101298530943625
4.335359518197723,0.0001739467825574606
4.3576551858173,2.09362261017263e-05
4.379950853436875,0.00017673396212898858
